graph_type,n_left,n_right,num_vertices,num_edges,density,average_degree,max_degree,degree_variance,degree_gini,param,trial,seed,optimal_size,greedy_size,random_greedy_size,modern_estimate,modern_mu1,modern_mu2,selected_case,M_size,Mprime_estimate,B1_estimate,B2_estimate,unmatched_num_vertices,copied_num_vertices,case1_copied_num_vertices,case2_copied_num_vertices,epsilon,k,sparsify_c,greedy_ratio,random_greedy_ratio,modern_ratio,modern_error,modern_relative_error,t_greedy,t_random_greedy,t_modern,t_hopcroft
powerlaw,100,100,200,1000,0.1,10.0,94,204.37,0.560365,0.1,0,100100787,71,53,52,49.63969449572153,47.0,49.63969449572153,case2,47,0.0,0.0,213.49114500837007,106,1436,1060,1436,0.5,4,150,0.7464788732394366,0.7323943661971831,0.6991506267003033,-21.36030550427847,-0.3008493732996968,3.2099997042678297e-05,2.5900008040480316e-05,0.15605390000564512,0.000779200010583736
powerlaw,100,100,200,1000,0.1,10.0,96,200.81,0.545995,0.1,1,100110787,77,59,58,60.0,60.0,55.383071789623116,case1,60,0.0,0.0,195.4149971920207,80,800,800,1280,0.5,4,150,0.7662337662337663,0.7532467532467533,0.7792207792207793,-17.0,-0.22077922077922077,3.3499993151053786e-05,2.8399997972883284e-05,0.12337590000242926,0.0007484000088879839
powerlaw,100,100,200,1000,0.1,10.0,94,201.71,0.5485600000000002,0.1,2,100120787,74,56,59,58.0,58.0,55.45924189620986,case1,58,0.0,0.0,207.46426930848207,84,840,840,1304,0.5,4,150,0.7567567567567568,0.7972972972972973,0.7837837837837838,-16.0,-0.21621621621621623,3.850000211969018e-05,2.6599998818710446e-05,0.11355439999897499,0.0007297999982256442
powerlaw,100,100,200,1000,0.1,10.0,92,194.54,0.549185,0.1,3,100130787,79,57,56,60.0,60.0,54.863565418001755,case1,60,0.0,0.0,190.3981998795907,80,800,800,1280,0.5,4,150,0.7215189873417721,0.7088607594936709,0.759493670886076,-19.0,-0.24050632911392406,3.650000144261867e-05,2.7099988074041903e-05,0.11051129999395926,0.0007225000008475035
powerlaw,100,100,200,1000,0.1,10.0,96,202.03,0.548505,0.1,4,100140787,71,55,56,57.0,57.0,53.7920009001587,case1,57,0.0,0.0,197.02082026032977,86,860,860,1316,0.5,4,150,0.7746478873239436,0.7887323943661971,0.8028169014084507,-14.0,-0.19718309859154928,3.259998629800975e-05,2.5500004994682968e-05,0.1308422000001883,0.0007066999969538301
powerlaw,250,250,500,625,0.01,2.5,103,64.006,0.7762944,0.01,0,250010787,66,57,55,54.0,54.0,43.416695653982345,case1,54,0.0,0.0,113.79857245248827,392,3920,3920,4352,0.5,4,278,0.8636363636363636,0.8333333333333334,0.8181818181818182,-12.0,-0.18181818181818182,3.4900003811344504e-05,2.5500004994682968e-05,0.10495839999930467,0.0009149999968940392
powerlaw,250,250,500,625,0.01,2.5,98,63.382,0.7918752,0.01,1,250020787,57,47,47,50.0,50.0,41.24946850179001,case1,50,0.0,0.0,115.49739271619403,400,4000,4000,4400,0.5,4,278,0.8245614035087719,0.8245614035087719,0.8771929824561403,-7.0,-0.12280701754385964,2.7300004148855805e-05,2.2400010493583977e-05,0.10176510000019334,0.0008472000045003369
powerlaw,250,250,500,625,0.01,2.5,94,61.402,0.7895871999999999,0.01,2,250030787,61,53,47,47.0,47.0,41.3773414226525,case1,47,0.0,0.0,133.702805623897,406,4060,4060,4436,0.5,4,278,0.8688524590163934,0.7704918032786885,0.7704918032786885,-14.0,-0.22950819672131148,2.8099995688535273e-05,2.1499989088624716e-05,0.10027159999299329,0.0008262000046670437
powerlaw,250,250,500,625,0.01,2.5,95,60.43,0.7815711999999999,0.01,3,250040787,60,53,48,49.0,49.0,41.18324557144234,case1,49,0.0,0.0,120.51474177934462,402,4020,4020,4412,0.5,4,278,0.8833333333333333,0.8,0.8166666666666667,-11.0,-0.18333333333333332,2.929999027401209e-05,2.340000355616212e-05,0.11170639999909326,0.0009413000079803169
powerlaw,250,250,500,625,0.01,2.5,105,65.898,0.7947776,0.01,4,250050787,61,49,51,50.0,50.0,40.775178163194866,case1,50,0.0,0.0,110.91724004443832,400,4000,4000,4400,0.5,4,278,0.8032786885245902,0.8360655737704918,0.819672131147541,-11.0,-0.18032786885245902,3.1800009310245514e-05,2.7700007194653153e-05,0.10308970000187401,0.001275199989322573
powerlaw,250,250,500,3125,0.05,12.5,234,600.034,0.6193004799999999,0.05,0,250050787,159,117,123,116.0,116.0,111.62242542363725,case1,116,0.0,0.0,421.7264003497818,268,2680,2680,3608,0.5,4,278,0.7358490566037735,0.7735849056603774,0.7295597484276729,-43.0,-0.27044025157232704,9.760000102687627e-05,9.180000051856041e-05,0.47221179999178275,0.002156500006094575
powerlaw,250,250,500,3125,0.05,12.5,233,606.914,0.61784,0.05,1,250060787,157,127,121,116.0,116.0,106.04793297734896,case1,116,0.0,0.0,367.8943392810795,268,2680,2680,3608,0.5,4,278,0.8089171974522293,0.7707006369426752,0.7388535031847133,-41.0,-0.2611464968152866,0.00010280001151841134,8.869999146554619e-05,0.5097448000014992,0.0020930000027874485
powerlaw,250,250,500,3125,0.05,12.5,241,597.702,0.61930752,0.05,2,250070787,161,124,121,120.0,120.0,116.78285578540007,case1,120,0.0,0.0,448.93250722001085,260,2600,2600,3560,0.5,4,278,0.7701863354037267,0.7515527950310559,0.7453416149068323,-41.0,-0.2546583850931677,9.200000204145908e-05,8.800000068731606e-05,0.44869559998915065,0.0018389000033494085
powerlaw,250,250,500,3125,0.05,12.5,236,595.766,0.62095744,0.05,3,250080787,168,128,131,129.0,129.0,118.78175549035558,case1,129,0.0,0.0,417.32390208468814,242,2420,2420,3452,0.5,4,278,0.7619047619047619,0.7797619047619048,0.7678571428571429,-39.0,-0.23214285714285715,9.960000170394778e-05,8.759999764151871e-05,0.3932492000021739,0.002271000004839152
powerlaw,250,250,500,3125,0.05,12.5,229,585.958,0.61311424,0.05,4,250090787,159,123,119,116.0,116.0,113.9559338895254,case1,116,0.0,0.0,444.26075149482,268,2680,2680,3608,0.5,4,278,0.7735849056603774,0.7484276729559748,0.7295597484276729,-43.0,-0.27044025157232704,9.410000347997993e-05,8.480000542476773e-05,0.49010089998773765,0.0020064999989699572
powerlaw,250,250,500,6250,0.1,25.0,250,1320.916,0.54066528,0.1,0,250100787,230,163,169,159.41103315130792,159.0,159.41103315130792,case2,159,0.0,0.0,639.9692872338901,182,3092,1820,3092,0.5,4,278,0.7086956521739131,0.7347826086956522,0.6930914484839474,-70.58896684869208,-0.3069085515160525,0.00031550000130664557,0.00015300000086426735,0.641932700003963,0.004921999992802739
powerlaw,250,250,500,6250,0.1,25.0,250,1286.56,0.5336889600000001,0.1,1,250110787,240,169,170,171.0,171.0,167.39709964334264,case1,171,0.0,0.0,649.2073163803161,158,1580,1580,2948,0.5,4,278,0.7041666666666667,0.7083333333333334,0.7125,-69.0,-0.2875,0.00015799999528098851,0.0001740000006975606,0.4937089000013657,0.00480329999118112
powerlaw,250,250,500,6250,0.1,25.0,250,1295.28,0.5405398400000001,0.1,2,250120787,234,164,174,169.0,169.0,164.88457862896985,case1,169,0.0,0.0,636.2579756447159,162,1620,1620,2972,0.5,4,278,0.7008547008547008,0.7435897435897436,0.7222222222222222,-65.0,-0.2777777777777778,0.00017220000154338777,0.00015750000602565706,0.5227465000061784,0.004902499989839271
powerlaw,250,250,500,6250,0.1,25.0,250,1310.6,0.5394943999999999,0.1,3,250130787,229,164,165,165.0,165.0,160.6344982686197,case1,165,0.0,0.0,617.8429860541538,170,1700,1700,3020,0.5,4,278,0.7161572052401747,0.7205240174672489,0.7205240174672489,-64.0,-0.2794759825327511,0.00017839999054558575,0.00018929998623207211,0.5795251000090502,0.00460340001154691
powerlaw,250,250,500,6250,0.1,25.0,250,1313.996,0.53927776,0.1,4,250140787,232,169,165,163.89415866037103,161.0,163.89415866037103,case2,161,0.0,0.0,671.9484683581093,178,3068,1780,3068,0.5,4,278,0.728448275862069,0.7112068965517241,0.7064403390533234,-68.10584133962897,-0.29355966094667657,0.00017120000848080963,0.00016090000281110406,0.5779977000056533,0.004728300002170727
sqrtreg,50,50,100,400,0.16,8.0,15,3.5,0.11640000000000006,0.0,0,50000787,50,44,46,46.0,46.0,33.69898565382614,case1,46,0.0,0.0,65.21089733808424,8,80,80,448,0.5,4,93,0.88,0.92,0.92,-4.0,-0.08,1.4000004739500582e-05,1.1500000255182385e-05,0.01818049998837523,0.00028330000350251794
sqrtreg,50,50,100,400,0.16,8.0,14,2.76,0.0987499999999999,0.0,1,50010787,50,47,47,47.0,47.0,33.30331214033522,case1,47,0.0,0.0,55.733081638425524,6,60,60,436,0.5,4,93,0.94,0.94,0.94,-3.0,-0.06,1.4300007023848593e-05,1.239999255631119e-05,0.013226399998529814,0.0002609999937703833
sqrtreg,50,50,100,400,0.16,8.0,13,4.18,0.12517500000000004,0.0,2,50020787,50,47,43,48.0,48.0,31.264214509920336,case1,48,0.0,0.0,30.38495877153133,4,40,40,424,0.5,4,93,0.94,0.86,0.96,-2.0,-0.04,1.889999839477241e-05,1.2899996363557875e-05,0.011541500003659166,0.00042949999624397606
sqrtreg,50,50,100,400,0.16,8.0,14,2.56,0.09840000000000004,0.0,3,50030787,50,46,46,47.0,47.0,32.53284664035796,case1,47,0.0,0.0,48.292808600882864,6,60,60,436,0.5,4,93,0.92,0.92,0.94,-3.0,-0.06,1.8699996871873736e-05,1.340000017080456e-05,0.016369899996789172,0.001847099993028678
sqrtreg,50,50,100,400,0.16,8.0,13,2.62,0.09937499999999999,0.0,4,50040787,50,44,45,48.0,48.0,30.477491481044474,case1,48,0.0,0.0,22.787689146957952,4,40,40,424,0.5,4,93,0.88,0.9,0.96,-2.0,-0.04,1.819999306462705e-05,1.3499986380338669e-05,0.012148599998909049,0.0003546999942045659
sqrtreg,100,100,200,1000,0.1,10.0,19,4.68,0.10021000000000013,0.0,0,100000787,100,93,92,95.0,95.0,63.01969712187975,case1,95,0.0,0.0,71.17087625137121,10,100,100,860,0.5,4,150,0.93,0.92,0.95,-5.0,-0.05,4.9299997044727206e-05,3.260000084992498e-05,0.026582399994367734,0.0012483000027714297
sqrtreg,100,100,200,1000,0.1,10.0,18,4.47,0.09926000000000013,0.0,1,100010787,100,92,93,95.0,95.0,64.86464050859755,case1,95,0.0,0.0,88.98722563546976,10,100,100,860,0.5,4,150,0.92,0.93,0.95,-5.0,-0.05,3.2500000088475645e-05,2.9300004825927317e-05,0.031630600002245046,0.0005247999943094328
sqrtreg,100,100,200,1000,0.1,10.0,19,4.9,0.1104400000000001,0.0,2,100020787,100,91,92,93.0,93.0,66.92629902922465,case1,93,0.0,0.0,120.21006998037456,14,140,140,884,0.5,4,150,0.91,0.92,0.93,-7.0,-0.07,3.5599994589574635e-05,2.8000009479001164e-05,0.040162699995562434,0.00067559999297373
sqrtreg,100,100,200,1000,0.1,10.0,21,4.87,0.10140000000000016,0.0,3,100030787,100,95,90,94.0,94.0,66.9626610943645,case1,94,0.0,0.0,114.90435889414834,12,120,120,872,0.5,4,150,0.95,0.9,0.94,-6.0,-0.06,3.3500007702969015e-05,2.7699992642737925e-05,0.040396000011241995,0.0006315999926300719
sqrtreg,100,100,200,1000,0.1,10.0,16,4.56,0.10267500000000007,0.0,4,100040787,100,92,91,94.0,94.0,65.74924264064893,case1,94,0.0,0.0,103.18655374297255,12,120,120,872,0.5,4,150,0.92,0.91,0.94,-6.0,-0.06,3.599999763537198e-05,2.8599999495781958e-05,0.03451219999988098,0.0005729999975301325
sqrtreg,250,250,500,4000,0.064,16.0,27,5.94,0.0714665000000001,0.0,0,250000787,250,236,235,239.0,239.0,158.74215139524998,case1,239,0.0,0.0,180.96165364610385,22,220,220,2132,0.5,4,278,0.944,0.94,0.956,-11.0,-0.044,0.00011589999485295266,9.410000347997993e-05,0.10240259999409318,0.002289500000188127
sqrtreg,250,250,500,4000,0.064,16.0,27,7.032,0.07941949999999998,0.0,1,250010787,250,237,237,238.0,238.0,157.3608507078885,case1,238,0.0,0.0,173.27948848302265,24,240,240,2144,0.5,4,278,0.948,0.948,0.952,-12.0,-0.048,0.00011039999662898481,8.919999527279288e-05,0.11116139999649022,0.0018975999992107973
sqrtreg,250,250,500,4000,0.064,16.0,27,7.632,0.0837969999999999,0.0,2,250020787,250,237,237,242.0,242.0,154.31375862243476,case1,242,0.0,0.0,121.22674733104485,16,160,160,2096,0.5,4,278,0.948,0.948,0.968,-8.0,-0.032,0.00010630000906530768,9.289999434258789e-05,0.07852539999294095,0.00236169999698177
sqrtreg,250,250,500,4000,0.064,16.0,25,6.8,0.07989299999999999,0.0,3,250030787,250,236,241,241.0,241.0,156.1717172233331,case1,241,0.0,0.0,144.8256369910032,18,180,180,2108,0.5,4,278,0.944,0.964,0.964,-9.0,-0.036,0.00011380000796634704,9.299999510403723e-05,0.08590320000075735,0.00430410000262782
sqrtreg,250,250,500,4000,0.064,16.0,27,8.68,0.08996399999999993,0.0,4,250040787,250,235,241,239.0,239.0,158.81875647115032,case1,239,0.0,0.0,181.70141769884498,22,220,220,2132,0.5,4,278,0.94,0.964,0.956,-11.0,-0.044,0.00011820001236628741,0.00010119999933522195,0.08334300000569783,0.002079600002616644
