graph_type,n_left,n_right,num_vertices,num_edges,density,expected_average_degree,average_degree,max_degree,degree_variance,degree_gini,param,trial,seed,optimal_size,greedy_size,random_greedy_size,modern_estimate,modern_mu1,modern_mu2,selected_case,M_size,Mprime_estimate,B1_estimate,B2_estimate,unmatched_num_vertices,copied_num_vertices,case1_copied_num_vertices,case2_copied_num_vertices,epsilon,k,sparsify_c,greedy_ratio,random_greedy_ratio,modern_ratio,modern_error,modern_relative_error,t_greedy,t_random_greedy,t_modern,t_modern_sparsify,t_modern_case1,t_modern_case2,t_modern_other,t_hopcroft
er,100,100,200,400,0.04,4.0,4.0,10,3.82,0.27370000000000005,0.04,0,100740787,97,84,83,85.0,85.0,64.57704317796403,case1,85,0.0,0.0,71.38924131296135,30,150,150,490,0.7,2,150,0.865979381443299,0.8556701030927835,0.8762886597938144,-12.0,-0.12371134020618557,1.7799990018829703e-05,1.6400008462369442e-05,0.010076800012029707,0.0012235000031068921,0.0008173000242095441,0.00793979997979477,9.620000491850078e-05,0.0004888999974355102
er,100,100,200,410,0.041,4.0,4.1,10,3.89,0.26870731707317086,0.04,1,100750787,96,85,83,84.0,84.0,66.63586886337208,case1,84,0.0,0.0,84.15855822225586,32,160,160,496,0.7,2,150,0.8854166666666666,0.8645833333333334,0.875,-12.0,-0.125,2.400000812485814e-05,1.6400008462369442e-05,0.01031789998523891,0.0009777999948710203,0.000745400000596419,0.008461799996439368,0.0001328999933321029,0.0005509000038728118
er,100,100,200,427,0.0427,4.0,4.27,11,4.4771,0.27477751756440294,0.04,2,100760787,96,79,80,77.0,77.0,73.45079566621538,case1,77,0.0,0.0,136.86292552348766,46,230,230,538,0.7,2,150,0.8229166666666666,0.8333333333333334,0.8020833333333334,-19.0,-0.19791666666666666,2.090001362375915e-05,1.8399994587525725e-05,0.014857000001939014,0.0015749999729450792,0.0008131000213325024,0.012348899996140972,0.00012000001152046025,0.0005571999936364591
er,100,100,200,414,0.0414,4.0,4.14,9,3.6904,0.2591183574879228,0.04,3,100770787,97,81,84,80.0,80.0,70.02863006953376,case1,80,0.0,0.0,111.85396695685833,40,200,200,520,0.7,2,150,0.8350515463917526,0.865979381443299,0.8247422680412371,-17.0,-0.17525773195876287,2.030000905506313e-05,1.7799990018829703e-05,0.012145299988333136,0.0012650999997276813,0.0007977000204846263,0.009975399996619672,0.00010709997150115669,0.000618099991697818
er,100,100,200,415,0.0415,4.0,4.15,13,3.9075,0.2603855421686747,0.04,4,100780787,98,81,79,82.0,82.0,68.80815441045605,case1,82,0.0,0.0,100.30413492998262,36,180,180,508,0.7,2,150,0.826530612244898,0.8061224489795918,0.8367346938775511,-16.0,-0.16326530612244897,1.9400002202019095e-05,1.610000617802143e-05,0.010533099994063377,0.0011968000035267323,0.0008602000016253442,0.008374700002605096,0.00010139998630620539,0.0005628999788314104
er,100,100,200,402,0.0402,4.0,4.02,10,3.6796,0.26429104477611953,0.04,5,100790787,97,83,82,82.0,82.0,65.86273882135286,case1,82,0.0,0.0,86.08241040590649,36,180,180,508,0.7,2,150,0.8556701030927835,0.845360824742268,0.845360824742268,-15.0,-0.15463917525773196,2.2599997464567423e-05,2.1199986804276705e-05,0.011300599988317117,0.001999300002353266,0.0009768999880179763,0.00819930000579916,0.00012509999214671552,0.000464599987026304
er,100,100,200,385,0.0385,4.0,3.85,11,3.2375000000000003,0.2585324675324676,0.04,6,100800787,97,78,77,82.0,82.0,69.45614584005875,case1,82,0.0,0.0,103.43291432527937,36,180,180,508,0.7,2,150,0.8041237113402062,0.7938144329896907,0.845360824742268,-15.0,-0.15463917525773196,2.3500004317611456e-05,1.6200006939470768e-05,0.011754600011045113,0.0011452999897301197,0.0007777999853715301,0.009700599999632686,0.00013090003631077707,0.0004681000136770308
er,100,100,200,395,0.0395,4.0,3.95,13,4.1875,0.2836835443037975,0.04,7,100810787,97,86,81,83.0,83.0,66.89033759734524,case1,83,0.0,0.0,88.2156690845179,34,170,170,502,0.7,2,150,0.8865979381443299,0.8350515463917526,0.8556701030927835,-14.0,-0.14432989690721648,1.930000144056976e-05,1.6799982404336333e-05,0.011200700013432652,0.0010356999991927296,0.0007597999938298017,0.00927489998866804,0.00013030003174208105,0.0006117000011727214
er,100,100,200,423,0.0423,4.0,4.23,11,4.4871,0.27738770685579217,0.04,8,100820787,96,84,76,82.0,82.0,67.80671311016097,case1,82,0.0,0.0,95.46874859179674,36,180,180,508,0.7,2,150,0.875,0.7916666666666666,0.8541666666666666,-14.0,-0.14583333333333334,2.1000014385208488e-05,1.6999983927235007e-05,0.011576499993680045,0.0012086000060662627,0.000752499996451661,0.009503500012215227,0.00011189997894689441,0.0005461999971885234
er,100,100,200,429,0.0429,4.0,4.29,11,3.9559,0.25720279720279726,0.04,9,100830787,99,84,82,89.0,89.0,64.54553458068996,case1,89,0.0,0.0,59.923395848235714,22,110,110,466,0.7,2,150,0.8484848484848485,0.8282828282828283,0.898989898989899,-10.0,-0.10101010101010101,2.5699991965666413e-05,1.990000600926578e-05,0.006843000010121614,0.0009049000218510628,0.0006887999770697206,0.005024700018111616,0.00022459999308921397,0.0005532999930437654
er,100,100,200,803,0.0803,8.0,8.03,14,6.3391,0.1767995018679951,0.08,0,100780787,100,93,88,90.0,90.0,68.12172956996226,case1,90,0.0,0.0,74.36236561307334,20,100,100,460,0.7,2,150,0.93,0.88,0.9,-10.0,-0.1,3.5999983083456755e-05,2.6399997295811772e-05,0.01833179997629486,0.0006965000065974891,0.0013303999730851501,0.01595100000849925,0.0003538999881129712,0.00044490001164376736
er,100,100,200,814,0.0814,8.0,8.14,17,7.8604,0.19266584766584782,0.08,1,100790787,100,93,88,92.0,92.0,66.03618303314008,case1,92,0.0,0.0,58.63560189526818,16,80,80,448,0.7,2,150,0.93,0.88,0.92,-8.0,-0.08,3.399999695830047e-05,2.4999986635521054e-05,0.014751500013517216,0.00060450000455603,0.0007722000009380281,0.013205800001742318,0.00016900000628083944,0.00045380002120509744
