graph_family,num_trials,mean_OPT,mean_greedy_ratio,mean_random_greedy_ratio,mean_modern_ratio,mean_greedy_runtime,mean_modern_runtime,mean_hopcroft_runtime,modern_selected_case1_pct,modern_selected_case2_pct
er,630,132.0793650793651,0.9133873108946631,0.8915716967895712,0.9130008443882752,6.782888907880064e-05,28.00492139269897,0.0009803549204546486,99.52380952380952,0.47619047619047616
powerlaw,594,76.4023569023569,0.7872697553001708,0.7833545077744001,0.7638481088454888,4.2190572871318594e-05,299.8000470393943,0.0009742705384171363,76.76767676767676,23.232323232323232
sqrtreg,180,133.33333333333334,0.9316777777777778,0.9326333333333333,0.9446333333333333,5.591833291368352e-05,3.255573178333806,0.0011603672225545677,100.0,0.0
